,Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryAddition,YearlyHollidayDays,DrivingKilometers
446,No,41.0,Non-Travel,267.0,Sales,10.0,2,Life Sciences,4.0,Male,56.0,3.0,2.0,Sales Executive,4.0,Single,6230.0,13430.0,7.0,Y,No,14.0,3.0,4.0,80.0,0,16.0,3.0,3.0,14.0,3.0,1.0,10.0,958.3355099243696,18.0,2.3998832717126635
447,No,35.0,Travel_Rarely,619.0,Sales,1.0,3,Marketing,2.0,Male,85.0,3.0,2.0,Sales Executive,3.0,Married,4717.0,18659.0,9.0,Y,No,11.0,3.0,3.0,80.0,0,15.0,2.0,3.0,11.0,9.0,6.0,9.0,501.7358914396981,15.0,
448,No,40.0,Travel_Rarely,302.0,Research & Development,6.0,3,Life Sciences,2.0,Female,75.0,3.0,4.0,Manufacturing Director,3.0,Single,13237.0,20364.0,7.0,Y,No,15.0,3.0,3.0,80.0,0,22.0,,3.0,20.0,6.0,5.0,13.0,616.7108492333418,,
449,No,39.0,Travel_Frequently,443.0,Research & Development,8.0,1,Life Sciences,3.0,Female,48.0,3.0,1.0,Laboratory Technician,3.0,Married,3755.0,17872.0,1.0,Y,No,11.0,3.0,1.0,80.0,1,8.0,,3.0,8.0,3.0,0.0,7.0,1141.7291680696462,,
450,No,31.0,Travel_Rarely,828.0,Sales,2.0,1,Life Sciences,2.0,Male,77.0,3.0,2.0,Sales Executive,4.0,Single,6582.0,8346.0,4.0,Y,Yes,13.0,3.0,3.0,80.0,0,10.0,2.0,4.0,6.0,5.0,0.0,5.0,1329.4799776217396,10.0,4.1041314060730185
451,No,42.0,Travel_Rarely,319.0,Research & Development,24.0,3,Medical,4.0,Male,56.0,3.0,3.0,Manufacturing Director,1.0,Married,7406.0,6950.0,1.0,Y,Yes,21.0,4.0,4.0,80.0,1,10.0,5.0,2.0,10.0,9.0,5.0,8.0,1290.2875311071589,25.0,
452,No,45.0,Travel_Rarely,561.0,Sales,2.0,3,Other,4.0,Male,61.0,3.0,2.0,Sales Executive,2.0,Married,4805.0,16177.0,0.0,Y,No,19.0,3.0,2.0,80.0,1,9.0,3.0,4.0,8.0,7.0,3.0,7.0,970.349890363676,,
453,Yes,26.0,Travel_Frequently,426.0,Human Resources,17.0,4,Life Sciences,2.0,Female,58.0,3.0,1.0,Human Resources,3.0,Divorced,2741.0,22808.0,0.0,Y,Yes,11.0,3.0,2.0,80.0,1,8.0,2.0,2.0,7.0,7.0,1.0,0.0,972.8951367680189,,
454,No,29.0,Travel_Rarely,232.0,Research & Development,19.0,3,Technical Degree,4.0,Male,34.0,3.0,2.0,Manufacturing Director,4.0,Divorced,4262.0,22645.0,4.0,Y,No,12.0,3.0,2.0,80.0,2,8.0,,4.0,3.0,2.0,1.0,2.0,1247.8374039797227,,
455,No,33.0,Travel_Rarely,922.0,Research & Development,1.0,5,Medical,1.0,Female,95.0,4.0,4.0,Research Director,3.0,Divorced,16184.0,22578.0,4.0,Y,No,19.0,3.0,3.0,80.0,1,10.0,2.0,3.0,6.0,1.0,0.0,5.0,1198.9765008950665,,
456,No,31.0,Travel_Rarely,688.0,Sales,7.0,3,Life Sciences,3.0,Male,44.0,2.0,3.0,Manager,4.0,Divorced,11557.0,25291.0,9.0,Y,No,21.0,4.0,3.0,80.0,1,10.0,,2.0,5.0,4.0,0.0,1.0,1952.4405321187842,,
457,Yes,18.0,Travel_Frequently,1306.0,Sales,5.0,3,Marketing,2.0,Male,69.0,3.0,1.0,Sales Representative,2.0,Single,1878.0,8059.0,1.0,Y,Yes,14.0,3.0,4.0,80.0,0,0.0,,3.0,0.0,0.0,0.0,0.0,696.6973260283346,22.0,
458,No,40.0,Non-Travel,1094.0,Sales,28.0,3,Other,3.0,Male,58.0,1.0,3.0,Sales Executive,1.0,Divorced,10932.0,11373.0,3.0,Y,No,15.0,3.0,3.0,80.0,1,20.0,2.0,3.0,1.0,0.0,0.0,1.0,831.4087150980879,10.0,
459,No,41.0,Non-Travel,509.0,Research & Development,2.0,4,Other,1.0,Female,62.0,2.0,2.0,Healthcare Representative,3.0,Single,6811.0,2112.0,2.0,Y,Yes,17.0,3.0,1.0,80.0,0,10.0,3.0,3.0,8.0,7.0,0.0,7.0,1254.327321991718,15.0,1.4651723035223885
460,No,26.0,Travel_Rarely,775.0,Sales,29.0,2,Medical,1.0,Male,45.0,3.0,2.0,Sales Executive,3.0,Divorced,4306.0,4267.0,5.0,Y,No,12.0,3.0,1.0,80.0,2,8.0,5.0,3.0,0.0,0.0,0.0,0.0,1278.0261085807922,15.0,0.7085815601116456
461,No,35.0,Travel_Rarely,195.0,Sales,1.0,3,Medical,1.0,Female,80.0,3.0,2.0,Sales Executive,3.0,Single,4859.0,6698.0,1.0,Y,No,16.0,3.0,4.0,80.0,0,5.0,,3.0,5.0,4.0,0.0,3.0,896.9154572327375,25.0,
462,No,34.0,Travel_Rarely,258.0,Sales,21.0,4,Life Sciences,4.0,Male,74.0,4.0,2.0,Sales Executive,4.0,Single,5337.0,19921.0,1.0,Y,No,12.0,3.0,4.0,80.0,0,10.0,3.0,3.0,10.0,7.0,5.0,7.0,1295.40423361738,,
463,Yes,26.0,Travel_Rarely,471.0,Research & Development,24.0,3,Technical Degree,3.0,Male,66.0,1.0,1.0,Laboratory Technician,4.0,Single,2340.0,23213.0,1.0,Y,Yes,18.0,3.0,2.0,80.0,0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1515.7291997038487,,0.8051418701579496
464,No,37.0,Travel_Rarely,799.0,Research & Development,1.0,3,Technical Degree,2.0,Female,59.0,3.0,3.0,Manufacturing Director,4.0,Single,7491.0,23848.0,4.0,Y,No,17.0,3.0,4.0,80.0,0,12.0,3.0,4.0,6.0,5.0,1.0,2.0,822.716896355503,10.0,
465,No,46.0,Travel_Frequently,1034.0,Research & Development,18.0,1,Medical,1.0,Female,86.0,3.0,3.0,Healthcare Representative,3.0,Married,10527.0,8984.0,5.0,Y,No,11.0,3.0,4.0,80.0,0,28.0,3.0,2.0,2.0,2.0,1.0,2.0,1203.59083146066,10.0,
466,No,41.0,Travel_Rarely,1276.0,Sales,2.0,5,Life Sciences,2.0,Female,91.0,3.0,4.0,Manager,1.0,Married,16595.0,5626.0,7.0,Y,No,16.0,3.0,2.0,80.0,1,22.0,2.0,3.0,18.0,16.0,11.0,8.0,369.16494656620534,15.0,1.3994643790888581
467,No,37.0,Non-Travel,142.0,Sales,9.0,4,Medical,1.0,Male,69.0,3.0,3.0,Sales Executive,2.0,Divorced,8834.0,24666.0,1.0,Y,No,13.0,3.0,4.0,80.0,1,9.0,,3.0,9.0,5.0,7.0,7.0,585.2242220388873,10.0,
468,No,52.0,Travel_Rarely,956.0,Research & Development,6.0,2,Technical Degree,4.0,Male,78.0,3.0,2.0,Research Scientist,1.0,Divorced,5577.0,22087.0,3.0,Y,Yes,12.0,3.0,2.0,80.0,2,18.0,3.0,3.0,10.0,9.0,6.0,9.0,,10.0,
469,Yes,32.0,Non-Travel,1474.0,Sales,11.0,4,Other,4.0,Male,60.0,4.0,2.0,Sales Executive,3.0,Married,4707.0,23914.0,8.0,Y,No,12.0,3.0,4.0,80.0,0,6.0,2.0,3.0,4.0,2.0,1.0,2.0,1055.541476286563,,
470,No,24.0,Travel_Frequently,535.0,Sales,24.0,3,Medical,4.0,Male,38.0,3.0,1.0,Sales Representative,4.0,Married,2400.0,5530.0,0.0,Y,No,13.0,3.0,3.0,80.0,2,3.0,3.0,3.0,2.0,2.0,,1.0,963.5745482038174,,
471,No,38.0,Travel_Rarely,1495.0,Research & Development,10.0,3,Medical,3.0,Female,76.0,3.0,2.0,Healthcare Representative,3.0,Married,9824.0,22174.0,3.0,Y,No,19.0,3.0,3.0,80.0,1,18.0,4.0,3.0,1.0,0.0,,0.0,414.14622323450885,10.0,
472,No,37.0,Travel_Rarely,446.0,Research & Development,1.0,4,Life Sciences,2.0,Female,65.0,3.0,2.0,Manufacturing Director,2.0,Married,6447.0,15701.0,6.0,Y,No,12.0,3.0,2.0,80.0,1,8.0,2.0,2.0,6.0,5.0,,3.0,1583.1018243873914,22.0,
473,No,49.0,Travel_Rarely,1245.0,Research & Development,18.0,4,Life Sciences,4.0,Male,58.0,2.0,5.0,Research Director,3.0,Divorced,19502.0,2125.0,1.0,Y,Yes,17.0,3.0,3.0,80.0,1,31.0,5.0,3.0,31.0,9.0,0.0,9.0,1104.9221282039964,22.0,
474,No,24.0,Travel_Rarely,691.0,Research & Development,23.0,3,Medical,2.0,Male,89.0,4.0,1.0,Research Scientist,4.0,Married,2725.0,21630.0,1.0,Y,Yes,11.0,3.0,2.0,80.0,2,6.0,3.0,3.0,6.0,5.0,1.0,4.0,915.8830683573212,,
475,No,26.0,Travel_Rarely,703.0,Sales,28.0,2,Marketing,1.0,Male,66.0,3.0,2.0,Sales Executive,2.0,Married,6272.0,7428.0,1.0,Y,No,20.0,4.0,4.0,80.0,2,6.0,5.0,4.0,5.0,3.0,1.0,4.0,441.3367228660519,10.0,
476,No,24.0,Travel_Rarely,823.0,Research & Development,17.0,2,Other,4.0,Male,94.0,2.0,1.0,Laboratory Technician,2.0,Married,2127.0,9100.0,1.0,Y,No,21.0,4.0,4.0,80.0,1,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1213.5995825508012,25.0,
477,No,50.0,Travel_Frequently,1246.0,Human Resources,3.0,3,Medical,1.0,Male,99.0,3.0,5.0,Manager,2.0,Married,18200.0,7999.0,,Y,No,11.0,3.0,3.0,80.0,1,32.0,2.0,3.0,32.0,5.0,10.0,7.0,,10.0,0.6777887328270935
478,No,25.0,Travel_Rarely,622.0,Sales,13.0,1,Medical,2.0,Male,40.0,3.0,1.0,Sales Representative,3.0,Married,2096.0,26376.0,1.0,Y,No,11.0,3.0,3.0,80.0,0,7.0,1.0,3.0,7.0,4.0,0.0,6.0,832.3646173425748,15.0,
479,Yes,24.0,Travel_Frequently,1287.0,Research & Development,7.0,3,Life Sciences,1.0,Female,55.0,3.0,1.0,Laboratory Technician,3.0,Married,2886.0,14168.0,1.0,Y,Yes,16.0,3.0,4.0,80.0,1,6.0,4.0,3.0,6.0,3.0,1.0,2.0,1014.8033715518363,10.0,
480,Yes,30.0,Travel_Frequently,448.0,Sales,12.0,4,Life Sciences,2.0,Male,74.0,2.0,1.0,Sales Representative,1.0,Married,2033.0,14470.0,1.0,Y,No,18.0,3.0,3.0,80.0,1,1.0,,4.0,1.0,0.0,0.0,0.0,1483.2583909607595,,
481,No,34.0,Travel_Rarely,254.0,Research & Development,1.0,2,Life Sciences,2.0,Male,83.0,2.0,1.0,Research Scientist,4.0,Married,3622.0,22794.0,1.0,Y,Yes,13.0,3.0,4.0,80.0,1,6.0,,3.0,6.0,5.0,1.0,3.0,681.7143494674337,,1.5526734347663296
482,Yes,31.0,Travel_Rarely,1365.0,Sales,13.0,4,Medical,2.0,Male,46.0,3.0,2.0,Sales Executive,1.0,Divorced,4233.0,11512.0,2.0,Y,No,17.0,3.0,3.0,80.0,0,9.0,2.0,1.0,3.0,1.0,1.0,2.0,860.8656774421404,,
483,No,35.0,Travel_Rarely,538.0,Research & Development,25.0,2,Other,1.0,Male,54.0,2.0,2.0,Laboratory Technician,4.0,Single,3681.0,14004.0,4.0,Y,No,14.0,3.0,4.0,80.0,0,9.0,3.0,3.0,3.0,2.0,0.0,2.0,1527.1720028164855,10.0,
484,No,31.0,Travel_Rarely,525.0,Sales,6.0,4,Medical,1.0,Male,66.0,4.0,2.0,Sales Executive,4.0,Divorced,5460.0,6219.0,4.0,Y,No,22.0,4.0,4.0,80.0,2,13.0,4.0,4.0,7.0,7.0,5.0,7.0,1337.4519860382031,,
485,No,27.0,Travel_Rarely,798.0,Research & Development,6.0,4,Medical,1.0,Female,66.0,2.0,1.0,Research Scientist,3.0,Divorced,2187.0,5013.0,0.0,Y,No,12.0,3.0,3.0,80.0,2,6.0,,2.0,5.0,3.0,0.0,3.0,1000.8147700385368,15.0,
486,No,37.0,Travel_Rarely,558.0,Sales,2.0,3,Marketing,4.0,Male,75.0,3.0,2.0,Sales Executive,3.0,Married,9602.0,3010.0,4.0,Y,Yes,11.0,3.0,3.0,80.0,1,17.0,3.0,2.0,3.0,0.0,1.0,0.0,1438.0835702471927,,0.8082917540507444
487,No,20.0,Travel_Rarely,959.0,Research & Development,1.0,3,Life Sciences,4.0,Female,83.0,2.0,1.0,Research Scientist,2.0,Single,2836.0,11757.0,1.0,Y,No,13.0,3.0,4.0,80.0,0,1.0,,4.0,1.0,0.0,,0.0,2129.592569748053,15.0,
488,No,42.0,Travel_Rarely,622.0,Research & Development,2.0,4,Life Sciences,3.0,Female,81.0,3.0,2.0,Healthcare Representative,4.0,Married,4089.0,5718.0,1.0,Y,No,13.0,3.0,2.0,80.0,2,10.0,4.0,3.0,10.0,2.0,2.0,2.0,439.27748820225577,18.0,
489,No,43.0,Travel_Rarely,782.0,Research & Development,6.0,4,Other,2.0,Male,50.0,2.0,4.0,Research Director,4.0,Divorced,16627.0,2671.0,4.0,Y,Yes,14.0,3.0,3.0,80.0,1,21.0,3.0,2.0,1.0,0.0,0.0,0.0,1420.6675315823518,22.0,
490,No,38.0,Travel_Rarely,362.0,Research & Development,1.0,1,Life Sciences,3.0,Female,43.0,3.0,1.0,Research Scientist,1.0,Single,2619.0,14561.0,3.0,Y,No,17.0,3.0,4.0,80.0,0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,1097.2925156065814,,1.0677061829310461
491,No,43.0,Travel_Frequently,1001.0,Research & Development,9.0,5,Medical,4.0,Male,72.0,3.0,2.0,Laboratory Technician,3.0,Divorced,5679.0,19627.0,3.0,Y,Yes,13.0,3.0,2.0,80.0,1,10.0,3.0,3.0,8.0,7.0,4.0,7.0,942.8983131175764,22.0,
492,No,48.0,Travel_Rarely,1236.0,Research & Development,1.0,4,Life Sciences,4.0,Female,40.0,2.0,4.0,Manager,1.0,Married,15402.0,17997.0,7.0,Y,No,11.0,3.0,1.0,80.0,1,21.0,,1.0,3.0,2.0,,2.0,897.394641698817,25.0,
493,No,44.0,Travel_Rarely,1112.0,Human Resources,1.0,4,Life Sciences,1.0,Female,50.0,2.0,2.0,Human Resources,3.0,Single,5985.0,26894.0,4.0,Y,No,11.0,3.0,2.0,80.0,0,10.0,,4.0,2.0,2.0,0.0,2.0,887.7458838647134,15.0,
494,No,34.0,Travel_Rarely,204.0,Sales,14.0,3,Technical Degree,3.0,Female,31.0,3.0,1.0,Sales Representative,3.0,Divorced,2579.0,2912.0,1.0,Y,Yes,18.0,3.0,4.0,80.0,2,8.0,3.0,3.0,8.0,2.0,0.0,6.0,1371.3765228959355,10.0,1.3391602304593708
495,Yes,27.0,Travel_Rarely,1420.0,Sales,2.0,1,Marketing,3.0,Male,85.0,3.0,1.0,Sales Representative,1.0,Divorced,3041.0,16346.0,0.0,Y,No,11.0,3.0,2.0,80.0,1,5.0,3.0,3.0,4.0,3.0,0.0,2.0,1407.3856368534862,10.0,
496,No,21.0,Travel_Rarely,1343.0,Sales,22.0,1,Technical Degree,3.0,Male,49.0,3.0,1.0,Sales Representative,3.0,Single,3447.0,24444.0,1.0,Y,No,11.0,3.0,3.0,80.0,0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,1489.686554194963,15.0,
497,No,44.0,Travel_Rarely,1315.0,Research & Development,3.0,4,Other,4.0,Male,35.0,3.0,5.0,Manager,4.0,Married,19513.0,9358.0,4.0,Y,Yes,12.0,3.0,1.0,80.0,1,26.0,2.0,4.0,2.0,2.0,0.0,1.0,863.2886906597204,,1.1931651457194197
498,No,22.0,Travel_Rarely,604.0,Research & Development,6.0,1,Medical,1.0,Male,69.0,3.0,1.0,Research Scientist,3.0,Married,2773.0,12145.0,0.0,Y,No,20.0,4.0,4.0,80.0,0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,298.92195190062193,10.0,
499,No,33.0,Travel_Rarely,1216.0,Sales,8.0,4,Marketing,3.0,Male,39.0,3.0,2.0,Sales Executive,3.0,Divorced,7104.0,20431.0,0.0,Y,No,12.0,3.0,4.0,80.0,0,6.0,,3.0,5.0,0.0,1.0,2.0,1053.435720002192,15.0,0.9302112619050158
500,No,32.0,Travel_Rarely,646.0,Research & Development,9.0,4,Life Sciences,1.0,Female,92.0,3.0,2.0,Research Scientist,4.0,Married,6322.0,18089.0,1.0,Y,Yes,12.0,3.0,4.0,80.0,1,6.0,2.0,2.0,6.0,4.0,,5.0,895.4791989772866,22.0,
501,No,30.0,Travel_Frequently,160.0,Research & Development,3.0,3,Medical,3.0,Female,71.0,3.0,1.0,Research Scientist,3.0,Divorced,2083.0,22653.0,1.0,Y,No,20.0,4.0,3.0,80.0,1,1.0,,3.0,1.0,0.0,0.0,0.0,559.0838150455309,30.0,
502,No,53.0,Travel_Rarely,238.0,Sales,1.0,1,Medical,4.0,Female,34.0,3.0,2.0,Sales Executive,1.0,Single,8381.0,7507.0,7.0,Y,No,20.0,4.0,4.0,80.0,0,18.0,2.0,4.0,14.0,7.0,8.0,10.0,,,
503,No,34.0,Travel_Rarely,1397.0,Research & Development,1.0,5,Life Sciences,2.0,Male,42.0,3.0,1.0,Research Scientist,4.0,Married,2691.0,7660.0,,Y,No,12.0,3.0,4.0,80.0,1,10.0,4.0,2.0,10.0,9.0,8.0,8.0,566.8351305076801,10.0,
504,Yes,45.0,Travel_Frequently,306.0,Sales,26.0,4,Life Sciences,1.0,Female,100.0,3.0,2.0,Sales Executive,1.0,Married,4286.0,5630.0,2.0,Y,No,14.0,3.0,4.0,80.0,2,5.0,4.0,3.0,1.0,1.0,0.0,0.0,1552.1721959132328,25.0,
505,No,26.0,Travel_Rarely,991.0,Research & Development,6.0,3,Life Sciences,3.0,Female,71.0,3.0,1.0,Laboratory Technician,4.0,Married,2659.0,17759.0,1.0,Y,Yes,13.0,3.0,3.0,80.0,1,3.0,2.0,3.0,3.0,2.0,0.0,2.0,1151.8350926231185,,
506,No,37.0,Travel_Rarely,482.0,Research & Development,3.0,3,Other,3.0,Male,36.0,3.0,3.0,Manufacturing Director,3.0,Married,9434.0,9606.0,1.0,Y,No,15.0,3.0,3.0,80.0,1,10.0,2.0,3.0,10.0,7.0,7.0,8.0,450.84079871060896,,
507,No,29.0,Travel_Rarely,1176.0,Sales,3.0,2,Medical,2.0,Female,62.0,3.0,2.0,Sales Executive,3.0,Married,5561.0,3487.0,1.0,Y,No,14.0,3.0,1.0,80.0,1,6.0,,2.0,6.0,0.0,,2.0,1445.582734144242,,
508,No,35.0,Travel_Rarely,1017.0,Research & Development,6.0,4,Life Sciences,2.0,Male,82.0,1.0,2.0,Research Scientist,4.0,Single,6646.0,19368.0,1.0,Y,No,13.0,3.0,2.0,80.0,0,17.0,3.0,3.0,17.0,11.0,11.0,8.0,1717.4447477896101,22.0,
509,No,33.0,Travel_Frequently,1296.0,Research & Development,6.0,3,Life Sciences,3.0,Male,30.0,3.0,2.0,Healthcare Representative,4.0,Divorced,7725.0,5335.0,3.0,Y,No,23.0,4.0,3.0,80.0,1,15.0,2.0,1.0,13.0,11.0,4.0,7.0,998.7968705581226,,
510,No,54.0,Travel_Rarely,397.0,Human Resources,19.0,4,Medical,3.0,Male,88.0,3.0,3.0,Human Resources,2.0,Married,10725.0,6729.0,2.0,Y,No,15.0,3.0,3.0,80.0,1,16.0,1.0,4.0,9.0,7.0,7.0,1.0,,22.0,
511,No,36.0,Travel_Rarely,913.0,Research & Development,9.0,2,Medical,2.0,Male,48.0,2.0,2.0,Manufacturing Director,2.0,Divorced,8847.0,13934.0,2.0,Y,Yes,11.0,3.0,3.0,80.0,1,13.0,,3.0,3.0,2.0,0.0,2.0,1357.087326949612,25.0,
512,No,27.0,Travel_Rarely,1115.0,Research & Development,3.0,4,Medical,1.0,Male,54.0,2.0,1.0,Research Scientist,4.0,Single,2045.0,15174.0,0.0,Y,No,13.0,3.0,4.0,80.0,0,5.0,0.0,3.0,4.0,2.0,1.0,1.0,1030.3105063444334,22.0,
513,Yes,20.0,Travel_Rarely,1362.0,Research & Development,10.0,1,Medical,4.0,Male,32.0,3.0,1.0,Research Scientist,3.0,Single,1009.0,26999.0,1.0,Y,Yes,11.0,3.0,4.0,80.0,0,1.0,5.0,3.0,1.0,0.0,1.0,1.0,1006.8284259723863,,
514,Yes,33.0,Travel_Frequently,1076.0,Research & Development,3.0,3,Life Sciences,1.0,Male,70.0,3.0,1.0,Research Scientist,1.0,Single,3348.0,3164.0,1.0,Y,Yes,11.0,3.0,1.0,80.0,0,10.0,3.0,3.0,10.0,8.0,9.0,7.0,646.7619963924127,,
515,No,35.0,Non-Travel,727.0,Research & Development,3.0,3,Life Sciences,3.0,Male,41.0,2.0,1.0,Laboratory Technician,3.0,Married,1281.0,16900.0,1.0,Y,No,18.0,3.0,3.0,80.0,2,1.0,3.0,3.0,1.0,0.0,0.0,0.0,1136.4409178530877,,0.9764047151953761
516,No,23.0,Travel_Rarely,885.0,Research & Development,4.0,3,Medical,1.0,Male,58.0,4.0,1.0,Research Scientist,1.0,Married,2819.0,8544.0,2.0,Y,No,16.0,3.0,1.0,80.0,1,5.0,3.0,4.0,3.0,2.0,0.0,2.0,1142.6362870307798,10.0,0.9464512493431203
517,No,25.0,Travel_Rarely,810.0,Sales,8.0,3,Life Sciences,4.0,Male,57.0,4.0,2.0,Sales Executive,2.0,Married,4851.0,15678.0,0.0,Y,No,22.0,4.0,3.0,80.0,1,4.0,4.0,3.0,3.0,2.0,1.0,2.0,1297.7424208905675,10.0,1.0845429915174312
518,No,38.0,Travel_Rarely,243.0,Sales,7.0,4,Marketing,4.0,Female,46.0,2.0,2.0,Sales Executive,4.0,Single,4028.0,7791.0,0.0,Y,No,20.0,4.0,1.0,80.0,0,8.0,2.0,3.0,7.0,7.0,0.0,5.0,1076.9225405595246,,1.0143406849415162
519,No,29.0,Travel_Frequently,806.0,Research & Development,1.0,4,Life Sciences,2.0,Male,76.0,1.0,1.0,Research Scientist,4.0,Divorced,2720.0,18959.0,1.0,Y,No,18.0,3.0,4.0,80.0,1,10.0,,3.0,10.0,7.0,2.0,8.0,1047.2014927051537,22.0,
520,No,48.0,Travel_Rarely,817.0,Sales,2.0,1,Marketing,2.0,Male,56.0,4.0,2.0,Sales Executive,2.0,Married,8120.0,18597.0,3.0,Y,No,12.0,3.0,4.0,80.0,0,12.0,3.0,3.0,2.0,2.0,2.0,2.0,951.1128429597964,25.0,
521,No,27.0,Travel_Frequently,1410.0,Sales,3.0,1,Medical,4.0,Female,71.0,4.0,2.0,Sales Executive,4.0,Divorced,4647.0,16673.0,1.0,Y,Yes,20.0,4.0,2.0,80.0,2,6.0,3.0,3.0,6.0,5.0,0.0,4.0,1534.8519175538713,10.0,
522,No,37.0,Travel_Rarely,1225.0,Research & Development,10.0,2,Life Sciences,4.0,Male,80.0,4.0,1.0,Research Scientist,4.0,Single,4680.0,15232.0,3.0,Y,No,17.0,3.0,1.0,80.0,0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,529.9695079992424,15.0,
523,No,50.0,Travel_Rarely,1207.0,Research & Development,28.0,1,Medical,4.0,Male,74.0,4.0,1.0,Laboratory Technician,3.0,Married,3221.0,3297.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,3,20.0,,3.0,20.0,8.0,3.0,8.0,,25.0,
524,No,34.0,Travel_Rarely,1442.0,Research & Development,9.0,3,Medical,4.0,Female,46.0,2.0,3.0,Healthcare Representative,2.0,Single,8621.0,17654.0,1.0,Y,No,14.0,3.0,2.0,80.0,0,9.0,3.0,4.0,8.0,7.0,,7.0,1156.0542561111117,,2.3346704766422675
525,Yes,24.0,Travel_Rarely,693.0,Sales,3.0,2,Life Sciences,1.0,Female,65.0,3.0,2.0,Sales Executive,3.0,Single,4577.0,24785.0,9.0,Y,No,14.0,3.0,1.0,80.0,0,4.0,,3.0,2.0,2.0,2.0,0.0,649.3046234582671,10.0,
526,No,39.0,Travel_Rarely,408.0,Research & Development,2.0,4,Technical Degree,4.0,Female,80.0,2.0,2.0,Healthcare Representative,3.0,Single,4553.0,20978.0,1.0,Y,No,11.0,3.0,1.0,80.0,0,20.0,4.0,3.0,20.0,7.0,11.0,10.0,1039.875549402148,,
527,No,32.0,Travel_Rarely,929.0,Sales,10.0,3,Marketing,4.0,Male,55.0,3.0,2.0,Sales Executive,4.0,Single,5396.0,21703.0,1.0,Y,No,12.0,3.0,4.0,80.0,0,10.0,2.0,2.0,10.0,7.0,0.0,8.0,1147.6794029104533,10.0,
528,Yes,50.0,Travel_Frequently,562.0,Sales,8.0,2,Technical Degree,2.0,Male,50.0,3.0,2.0,Sales Executive,3.0,Married,6796.0,23452.0,3.0,Y,Yes,14.0,3.0,1.0,80.0,1,18.0,,3.0,4.0,3.0,1.0,3.0,,10.0,1.6269813579083583
529,No,38.0,Travel_Rarely,827.0,Research & Development,1.0,4,Life Sciences,2.0,Female,33.0,4.0,2.0,Healthcare Representative,4.0,Single,7625.0,19383.0,0.0,Y,No,13.0,3.0,3.0,80.0,0,10.0,4.0,2.0,9.0,7.0,1.0,8.0,1300.1749446939878,10.0,
530,No,27.0,Travel_Rarely,608.0,Research & Development,1.0,2,Life Sciences,3.0,Female,68.0,3.0,3.0,Manufacturing Director,1.0,Married,7412.0,6009.0,1.0,Y,No,11.0,3.0,4.0,80.0,0,9.0,,3.0,9.0,7.0,0.0,7.0,1332.5793044769673,18.0,
531,No,32.0,Travel_Rarely,1018.0,Research & Development,3.0,2,Life Sciences,3.0,Female,39.0,3.0,3.0,Research Director,4.0,Single,11159.0,19373.0,3.0,Y,No,15.0,3.0,4.0,80.0,0,10.0,6.0,3.0,7.0,7.0,7.0,7.0,1359.246895507927,,
532,No,47.0,Travel_Rarely,703.0,Sales,14.0,4,Marketing,4.0,Male,42.0,3.0,2.0,Sales Executive,1.0,Single,4960.0,11825.0,2.0,Y,No,12.0,3.0,4.0,80.0,0,20.0,2.0,3.0,7.0,7.0,1.0,7.0,1084.1440972805487,10.0,
533,No,40.0,Travel_Frequently,580.0,Sales,5.0,4,Life Sciences,4.0,Male,48.0,2.0,3.0,Sales Executive,1.0,Married,10475.0,23772.0,5.0,Y,Yes,21.0,4.0,3.0,80.0,1,20.0,2.0,3.0,18.0,13.0,1.0,12.0,1263.0800374707903,22.0,
534,No,53.0,Travel_Rarely,970.0,Research & Development,7.0,3,Life Sciences,3.0,Male,59.0,4.0,4.0,Research Director,3.0,Married,14814.0,13514.0,3.0,Y,No,19.0,3.0,3.0,80.0,0,32.0,3.0,3.0,5.0,1.0,1.0,3.0,,,
535,No,41.0,Travel_Rarely,427.0,Human Resources,10.0,4,Human Resources,2.0,Male,73.0,2.0,5.0,Manager,4.0,Divorced,19141.0,8861.0,3.0,Y,No,15.0,3.0,2.0,80.0,3,23.0,,2.0,21.0,6.0,12.0,6.0,1167.2072108858006,10.0,
536,No,60.0,Travel_Rarely,1179.0,Sales,16.0,4,Marketing,1.0,Male,84.0,3.0,2.0,Sales Executive,1.0,Single,5405.0,11924.0,8.0,Y,No,14.0,3.0,4.0,80.0,0,10.0,1.0,3.0,2.0,2.0,2.0,2.0,,10.0,
